"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"4782","not using a moisturizer during acne treatment causes excessive dryness and an increase in oil production",FALSE,0,NA,2017-11-07 03:08:02,FALSE,NA,"927734359246880768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_NurulSafiyah",262,TRUE,FALSE,NA,NA
"4783","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:07:59,FALSE,NA,"927734345468702721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gemmagraceeee",4263,TRUE,FALSE,NA,NA
"4784","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:07:51,FALSE,NA,"927734312903913472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hahhahahhahhsah",4263,TRUE,FALSE,NA,NA
"4785","i never get acne but this week ive gotten two huge pimplesim over it",FALSE,0,NA,2017-11-07 03:07:40,FALSE,NA,"927734265479159808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nathalieeckhart",1,TRUE,FALSE,NA,NA
"4786","drinking greentea every day can help reduce stress and keep the acne away rtif you love green tea",FALSE,0,NA,2017-11-07 03:07:29,FALSE,NA,"927734223410290688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","recellanl",904,TRUE,FALSE,NA,NA
"4787","i liked avideorevealing my insecuritiestaking off the maskthe power of makeupacne amp",FALSE,0,NA,2017-11-07 03:07:23,FALSE,NA,"927734195849515008",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Lovetounj",0,FALSE,FALSE,NA,NA
"4788","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:07:14,FALSE,NA,"927734160076161025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sincewerealcne",4263,TRUE,FALSE,NA,NA
"4789","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:07:07,FALSE,NA,"927734128786722816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SLUSHXTRVP",4263,TRUE,FALSE,NA,NA
"4790","ok yall gettin out of hand with these damn dc complaints i just saw a bitch say coming to dc gave her acne bitch if you",FALSE,0,NA,2017-11-07 03:06:47,FALSE,NA,"927734046683271168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SadityPrincess_",170,TRUE,FALSE,NA,NA
"4791","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:06:41,FALSE,NA,"927734018237399042",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lillymyskey",4263,TRUE,FALSE,NA,NA
"4792","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:06:36,FALSE,NA,"927734000394711041",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","addierouse",4263,TRUE,FALSE,NA,NA
"4793",NA,FALSE,0,NA,2017-11-07 03:06:15,FALSE,NA,"927733910192222211",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sav9916",0,FALSE,FALSE,NA,NA
"4794","ok yall gettin out of hand with these damn dc complaints i just saw a bitch say coming to dc gave her acne bitch if you",FALSE,0,NA,2017-11-07 03:06:04,FALSE,NA,"927733865946517504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChenDynasty_",170,TRUE,FALSE,NA,NA
"4795","yeahnothat dont work cystic acne is not cured by doing that",FALSE,0,"SoftSagan",2017-11-07 03:05:56,FALSE,"927382793524523008","927733833348403200","2246018136","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DP1778",0,FALSE,FALSE,NA,NA
"4796","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:05:42,FALSE,NA,"927733774582013953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ciara_M_Garland",4263,TRUE,FALSE,NA,NA
"4797","why the fuck do people point out acneany skin problems in general like i promise ive noticed my skin is freaking the fuc",FALSE,0,NA,2017-11-07 03:05:41,FALSE,NA,"927733768177246210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","renaex69",71,TRUE,FALSE,NA,NA
"4798","hormonal acne is the worst acne",FALSE,0,NA,2017-11-07 03:05:39,FALSE,NA,"927733758329081857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trillarybanksx",0,FALSE,FALSE,NA,NA
"4799","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:05:38,FALSE,NA,"927733755548139525",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","witchelixir",4263,TRUE,FALSE,NA,NA
"4800","chugs a can of coke before bed 
doesnt take makeup off 
only eats halloween candy for snacks
why do i have acne",FALSE,2,NA,2017-11-07 03:05:35,FALSE,NA,"927733743338622977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsjustcarlie",0,FALSE,FALSE,NA,NA
"4801","are you dreading an acne outbreak has been published on health and fitness",FALSE,0,NA,2017-11-07 03:05:35,FALSE,NA,"927733742587617280",NA,"<a href=""http://www.healthandfitness.webbotic.org/"" rel=""nofollow"">mynewhealthapp</a>","urhealthconsult",0,FALSE,FALSE,NA,NA
"4802","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:05:34,FALSE,NA,"927733737860845569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HyuugaClanStan",4263,TRUE,FALSE,NA,NA
"4803","drinking greentea every day can help reduce stress and keep the acne away rtif you love green tea",FALSE,0,NA,2017-11-07 03:05:16,FALSE,NA,"927733663705440256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krayzeera",904,TRUE,FALSE,NA,NA
"4804","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:05:02,FALSE,NA,"927733605232717824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nkedcalum",4263,TRUE,FALSE,NA,NA
"4805","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:05:02,FALSE,NA,"927733604196732928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicolegardocki",4263,TRUE,FALSE,NA,NA
"4806","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:05:01,FALSE,NA,"927733600581062657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gay_halo",4263,TRUE,FALSE,NA,NA
"4807","cupcakke coming back to twitter has cured my acne my depression and done all my homework for me praise cupcakke",FALSE,0,NA,2017-11-07 03:04:57,FALSE,NA,"927733583690661888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ej_ruiz97",335,TRUE,FALSE,NA,NA
"4808","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:04:44,FALSE,NA,"927733527822635008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kray_burn",4263,TRUE,FALSE,NA,NA
"4809","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:04:40,FALSE,NA,"927733514073788416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kinginesse",4263,TRUE,FALSE,NA,NA
"4810","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:04:31,FALSE,NA,"927733474928230401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","molliaaa",4263,TRUE,FALSE,NA,NA
"4811","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:04:29,FALSE,NA,"927733466824921089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sleepgrips",4263,TRUE,FALSE,NA,NA
"4812","im so over having acne and stress",FALSE,0,NA,2017-11-07 03:04:06,FALSE,NA,"927733368426557440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juanitamxn",17,TRUE,FALSE,NA,NA
"4813","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:03:53,FALSE,NA,"927733314265350145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nebulawade",4263,TRUE,FALSE,NA,NA
"4814","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:03:47,FALSE,NA,"927733291939188736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KelvinJNguyen",4263,TRUE,FALSE,NA,NA
"4815","have you tried lemons rose water st apricot scrub drinking water washing your facethings a person w acne amp scar",FALSE,0,NA,2017-11-07 03:03:26,FALSE,NA,"927733201178591233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","colbert_samaria",302,TRUE,FALSE,NA,NA
"4816","can my acne just magically go away like everyone elses plz",FALSE,0,NA,2017-11-07 03:03:13,FALSE,NA,"927733149651447808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kylebristow2000",3,TRUE,FALSE,NA,NA
"4817","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:03:08,FALSE,NA,"927733124926246913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicdaskalis",4263,TRUE,FALSE,NA,NA
"4818","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:02:47,FALSE,NA,"927733038020251649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tbhmeli",4263,TRUE,FALSE,NA,NA
"4819","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:02:44,FALSE,NA,"927733026552819712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosayazzolino",4263,TRUE,FALSE,NA,NA
"4820","i think ive stressed so much lately that my acne went away even my pimples are like nah im not dealing with that",FALSE,20,NA,2017-11-07 03:02:36,FALSE,NA,"927732992650502146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BigJayKay",1,FALSE,FALSE,NA,NA
"4821","dc isnt responsible for this bitch its called acne",FALSE,0,NA,2017-11-07 03:01:58,FALSE,NA,"927732831484305415",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carleciaaaaaa",0,FALSE,FALSE,NA,NA
"4822","psa people have acne and thats okalright enjoy your evening everyone",FALSE,0,NA,2017-11-07 03:01:50,FALSE,NA,"927732798194180096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mollieannnee",1,TRUE,FALSE,NA,NA
"4823","and on the th day satan created acne",FALSE,6,NA,2017-11-07 03:01:38,FALSE,NA,"927732750135808001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","micaela_paige",1,FALSE,FALSE,NA,NA
"4824","me after wearing a mask to get rid of acne but still the same",FALSE,0,NA,2017-11-07 03:01:24,FALSE,NA,"927732691570532353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mishashazrena",0,FALSE,FALSE,NA,NA
"4825","cupcakke coming back to twitter has cured my acne my depression and done all my homework for me praise cupcakke",FALSE,0,NA,2017-11-07 03:01:23,FALSE,NA,"927732685304410112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliviaJenkins04",335,TRUE,FALSE,NA,NA
"4826","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:01:18,FALSE,NA,"927732664962113536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_lifeasjordanm",4263,TRUE,FALSE,NA,NA
"4827","if you have acne blackheads or whiteheads you should try a microdermabrasion",FALSE,0,NA,2017-11-07 03:01:12,FALSE,NA,"927732638911053826",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nzatiee_",124,TRUE,FALSE,NA,NA
"4828","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:01:04,FALSE,NA,"927732606866722816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thatblackkyddd",4263,TRUE,FALSE,NA,NA
"4829","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 03:01:03,FALSE,NA,"927732603133857792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bb_nush",4263,TRUE,FALSE,NA,NA
"4830","who is the acne god and how do i battle him",FALSE,0,NA,2017-11-07 03:00:29,FALSE,NA,"927732457805193217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","poutjacob",2781,TRUE,FALSE,NA,NA
"4831","not using a moisturizer during acne treatment causes excessive dryness and an increase in oil production",FALSE,0,NA,2017-11-07 03:00:27,FALSE,NA,"927732451341828096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sjnnxh",262,TRUE,FALSE,NA,NA
"4832","not using a moisturizer during acne treatment causes excessive dryness and an increase in oil production",FALSE,0,NA,2017-11-07 03:00:22,FALSE,NA,"927732431641178112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nzatiee_",262,TRUE,FALSE,NA,NA
"4833","keel muhase ka ilaj in urduacne removal mask with besansimple beauty secretesdr bilqees",FALSE,0,NA,2017-11-07 03:00:17,FALSE,NA,"927732409809948672",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","jk_vines18",0,FALSE,FALSE,NA,NA
"4834","helene mint julep mask st ives oatmeal freeman manuka honey
 nivea creme
 etude dailyspf

oily acne prone",FALSE,0,"daredajjal",2017-11-07 03:00:05,FALSE,"927731857105367044","927732358228275200","4839732234","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daredajjal",0,FALSE,FALSE,NA,NA
"4835",NA,FALSE,5,NA,2017-11-07 03:00:04,FALSE,NA,"927732355560718337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YouDontKnowMe_k",2,FALSE,FALSE,NA,NA
"4836","bombastic fawn soapacne dryness wrinkles pimples skin impurities rashbuy",FALSE,0,NA,2017-11-07 03:00:04,FALSE,NA,"927732353115582464",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"4837","lifeupdate im depressed stressed and my acne is back with incredible passion and zeal for life",FALSE,20,NA,2017-11-07 03:00:00,FALSE,NA,"927732339253194753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ars_machina",0,FALSE,FALSE,NA,NA
"4838","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:59:36,FALSE,NA,"927732238762078208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","w_rley",4263,TRUE,FALSE,NA,NA
"4839","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:59:31,FALSE,NA,"927732218000232448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasarajMedina",4263,TRUE,FALSE,NA,NA
"4840","i hate acne",FALSE,0,NA,2017-11-07 02:59:27,FALSE,NA,"927732199616536576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chloeehogan",14,TRUE,FALSE,NA,NA
"4841","why the fuck do people point out acneany skin problems in general like i promise ive noticed my skin is freaking the fuc",FALSE,0,NA,2017-11-07 02:59:13,FALSE,NA,"927732140485292033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x0_dayana",71,TRUE,FALSE,NA,NA
"4842","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:58:44,FALSE,NA,"927732020867883008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","liily______",4263,TRUE,FALSE,NA,NA
"4843","laser age spot pen mole acne warts freckle tattoo scars removal machine usa",FALSE,0,NA,2017-11-07 02:58:32,FALSE,NA,"927731970049748992",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Chris_McNeilLPC",0,FALSE,FALSE,NA,NA
"4844","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:58:31,FALSE,NA,"927731966304227328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deniseinati",4263,TRUE,FALSE,NA,NA
"4845","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:58:20,FALSE,NA,"927731919319547906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lenaisok",4263,TRUE,FALSE,NA,NA
"4846","garnier blue
 sebamed acne foam cleanser
 muji light toning watermario badescu rose water",FALSE,0,"womanfeeds",2017-11-07 02:58:05,TRUE,"927690813466845184","927731857105367044","836473539523833856","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daredajjal",0,FALSE,FALSE,NA,NA
"4847","gets face tattoo to hide acne scars",FALSE,0,NA,2017-11-07 02:57:53,FALSE,NA,"927731804441890816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yiseliee",2,TRUE,FALSE,NA,NA
"4848",NA,FALSE,5,NA,2017-11-07 02:57:51,FALSE,NA,"927731794979577856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kyotokoyote",0,FALSE,FALSE,NA,NA
"4849","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:57:37,FALSE,NA,"927731738616500225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","majinzee",4263,TRUE,FALSE,NA,NA
"4850","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:57:34,FALSE,NA,"927731726926974976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marceserpas",4263,TRUE,FALSE,NA,NA
"4851","gets face tattoo to hide acne scars",FALSE,0,NA,2017-11-07 02:57:32,FALSE,NA,"927731717988691968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cks_anthony",2,TRUE,FALSE,NA,NA
"4852","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:57:20,FALSE,NA,"927731665149054976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HolierThanYu",4263,TRUE,FALSE,NA,NA
"4853","gets face tattoo to hide acne scars",FALSE,3,NA,2017-11-07 02:57:17,FALSE,NA,"927731655493554177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","littlebabypeach",2,FALSE,FALSE,NA,NA
"4854","when girls think foundation covers their acne",FALSE,0,NA,2017-11-07 02:57:13,FALSE,NA,"927731635641925632",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RiverDaIeposts",298,TRUE,FALSE,NA,NA
"4855","i hate period acne like damn im already cranky in pain amp crying all the time but my face has to look gross too gi",FALSE,0,NA,2017-11-07 02:57:10,FALSE,NA,"927731625001213952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toxicxthalia",44,TRUE,FALSE,NA,NA
"4856","ok yall gettin out of hand with these damn dc complaints i just saw a bitch say coming to dc gave her acne bitch if you",FALSE,0,NA,2017-11-07 02:57:05,FALSE,NA,"927731603111137280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dbark__",170,TRUE,FALSE,NA,NA
"4857","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:57,FALSE,NA,"927731570714206208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iivinincolor",4263,TRUE,FALSE,NA,NA
"4858","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:24,FALSE,NA,"927731432767787008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NIKIragua",4263,TRUE,FALSE,NA,NA
"4859","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:22,FALSE,NA,"927731424161132545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyyyylieg",4263,TRUE,FALSE,NA,NA
"4860","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:20,FALSE,NA,"927731414593933312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shortayj_",4263,TRUE,FALSE,NA,NA
"4861","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:20,FALSE,NA,"927731414526652417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lesliereyes74",4263,TRUE,FALSE,NA,NA
"4862","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:17,FALSE,NA,"927731403516649472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Esoterria",4263,TRUE,FALSE,NA,NA
"4863","i hate period acne like damn im already cranky in pain amp crying all the time but my face has to look gross too gi",FALSE,0,NA,2017-11-07 02:56:08,FALSE,NA,"927731365042360320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Luvvlyjenni",44,TRUE,FALSE,NA,NA
"4864","have you tried lemons rose water st apricot scrub drinking water washing your facethings a person w acne amp scar",FALSE,0,NA,2017-11-07 02:56:03,FALSE,NA,"927731343726870529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5boys1voice",302,TRUE,FALSE,NA,NA
"4865","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:56:02,FALSE,NA,"927731341118132224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catIuvr",4263,TRUE,FALSE,NA,NA
"4866","who is the acne god and how do i battle him",FALSE,0,NA,2017-11-07 02:56:01,FALSE,NA,"927731335095046144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","multifaithh",2781,TRUE,FALSE,NA,NA
"4867","i feel ya ive been dealing with acne prone skin hormonal acnecystic acne all my life and its",FALSE,1,"MakeupForWOC",2017-11-07 02:55:55,TRUE,"927727706166452225","927731311351083010","3950477674","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stacycorrine_",0,FALSE,FALSE,NA,NA
"4868","thissec video literally just cleared my acne and rose my grades like wtf",FALSE,0,NA,2017-11-07 02:55:27,FALSE,NA,"927731194954891265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hot_dog_legs",3,TRUE,FALSE,NA,NA
"4869","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:55:16,FALSE,NA,"927731146997280768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiegjohnsonn",4263,TRUE,FALSE,NA,NA
"4870","psa people have acne and thats okalright enjoy your evening everyone",FALSE,13,NA,2017-11-07 02:55:11,FALSE,NA,"927731126294245377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunnystargazer",1,FALSE,FALSE,NA,NA
"4871","ok yall gettin out of hand with these damn dc complaints i just saw a bitch say coming to dc gave her acne bitch if you",FALSE,0,NA,2017-11-07 02:55:03,FALSE,NA,"927731091229814785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pvxxp",170,TRUE,FALSE,NA,NA
"4872","what about marcus smarts acne i would say that is just as impressive",FALSE,3,"KevinOConnorNBA",2017-11-07 02:55:01,FALSE,"927730313417101314","927731086062272512","35355156","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesseherrin",0,FALSE,FALSE,NA,NA
"4873","proudly wearing no acne 
march️ current 
swipeleft",FALSE,0,NA,2017-11-07 02:54:49,FALSE,NA,"927731035403620352",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","tweetreva",0,FALSE,FALSE,NA,NA
"4874","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:54:47,FALSE,NA,"927731023332327425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_pbandjade",4263,TRUE,FALSE,NA,NA
"4875","drinking greentea every day can help reduce stress and keep the acne away rtif you love green tea",FALSE,0,NA,2017-11-07 02:53:57,FALSE,NA,"927730815487819776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ftinhaziqah",904,TRUE,FALSE,NA,NA
"4876","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:53:44,FALSE,NA,"927730759678480384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","happyamelia_",4263,TRUE,FALSE,NA,NA
"4877","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 02:53:44,FALSE,NA,"927730759284162561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Spicy_Sammi",4263,TRUE,FALSE,NA,NA
"4878","dear acnego away",FALSE,0,NA,2017-11-07 02:53:33,FALSE,NA,"927730715030118401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicolemelinaa",0,FALSE,FALSE,NA,NA
